trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,date,expName,psychopyVersion,frameRate,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,764,None,0,0,0,0,0,90,90,90,2,0,0.4602747890003229,stop,0.10000000000000002,0.764,1.7537252109996773,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,1189,None,0,0,0,0,0,91,91,91,2,1,0.6286168100004943,go,0.10000000000000002,1.189,2.189,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,852,None,0,0,0,0,0,92,92,92,1,1,0.5034226310008307,go,0.10000000000000002,0.852,1.8519999999999999,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,1097,None,0,0,0,0,0,93,93,93,1,1,0.629628405999938,go,0.10000000000000002,1.097,2.097,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,710,None,0,0,0,0,0,94,94,94,None,1,,stop,0.15000000000000002,0.71,1.7100000000000002,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,765,None,0,0,0,0,0,95,95,95,1,1,0.5452818920002755,go,0.15000000000000002,0.765,1.7650000000000001,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,836,None,0,0,0,0,0,96,96,96,2,1,0.4594018389998382,go,0.15000000000000002,0.836,1.8359999999999999,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,858,None,0,0,0,0,0,97,97,97,1,1,0.5015613349996784,go,0.15000000000000002,0.858,1.858,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,846,None,0,0,0,0,0,98,98,98,2,1,0.459555726999497,go,0.15000000000000002,0.846,1.846,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,937,None,0,0,0,0,0,99,99,99,2,1,0.5901429499999722,go,0.15000000000000002,0.937,1.937,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,761,None,0,0,0,0,0,100,100,100,None,1,,stop,0.2,0.761,1.761,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,745,None,0,0,0,0,0,101,101,101,1,1,0.6295450480001819,go,0.2,0.745,1.745,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,1538,None,0,0,0,0,0,102,102,102,2,1,0.6308107049999307,go,0.2,1.538,2.5380000000000003,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,716,None,0,0,0,0,0,103,103,103,2,1,0.5043803809994643,go,0.2,0.716,1.716,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1093,None,0,0,0,0,0,104,104,104,1,0,0.5466353540005002,stop,0.15000000000000002,1.093,2.0463646459994997,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,717,None,0,0,0,0,0,105,105,105,1,1,0.5464600160003101,go,0.15000000000000002,0.717,1.717,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,1018,None,0,0,0,0,0,106,106,106,1,1,0.5887460980002288,go,0.15000000000000002,1.018,2.018,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,768,None,0,0,0,0,0,107,107,107,2,1,0.5460214610002367,go,0.15000000000000002,0.768,1.768,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,717,None,0,0,0,0,0,108,108,108,2,0,0.4448822399999699,stop,0.10000000000000002,0.717,1.7221177600000301,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,1081,None,0,0,0,0,0,109,109,109,2,1,0.6711939630004053,go,0.10000000000000002,1.081,2.081,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,765,None,0,0,0,0,0,110,110,110,1,1,0.6260897600004682,go,0.10000000000000002,0.765,1.7650000000000001,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,858,None,0,0,0,0,0,111,111,111,2,1,0.46007283899962204,go,0.10000000000000002,0.858,1.858,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,1408,None,0,0,0,0,0,112,112,112,1,1,0.5889877339996019,go,0.10000000000000002,1.408,2.408,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,1262,None,0,0,0,0,0,113,113,113,2,1,0.4622388570005569,go,0.10000000000000002,1.262,2.262,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,755,None,0,0,0,0,0,114,114,114,None,1,,stop,0.15000000000000002,0.755,1.7550000000000001,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,1408,None,0,0,0,0,0,115,115,115,1,1,0.6713633199997275,go,0.15000000000000002,1.408,2.408,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,703,None,0,0,0,0,0,116,116,116,2,1,0.4602607609995175,go,0.15000000000000002,0.703,1.7029999999999998,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,731,None,0,0,0,0,0,117,117,117,1,1,0.5059151299992664,go,0.15000000000000002,0.731,1.7309999999999999,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,2000,None,0,0,0,0,0,118,118,118,2,1,0.46485738800038234,go,0.15000000000000002,2.0,3.0,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,908,None,0,0,0,0,0,119,119,119,1,1,0.5045622099996763,go,0.15000000000000002,0.908,1.908,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,1866,None,0,0,0,0,0,120,120,120,2,1,0.4628282749999926,go,0.15000000000000002,1.866,2.866,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,1073,None,0,0,0,0,0,121,121,121,1,1,0.4629235009997501,go,0.15000000000000002,1.073,2.073,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,1290,None,0,0,0,0,0,122,122,122,2,1,0.4598791649996201,go,0.15000000000000002,1.29,2.29,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,708,None,0,0,0,0,0,123,123,123,1,0,0.504198264000479,go,0.15000000000000002,0.708,1.708,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,1713,None,0,0,0,0,0,124,124,124,1,1,0.5446229199997106,go,0.15000000000000002,1.713,2.713,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,744,None,0,0,0,0,0,125,125,125,1,1,0.7565094900000986,go,0.15000000000000002,0.744,1.744,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,760,None,0,0,0,0,0,126,126,126,1,1,0.6271398389999376,go,0.15000000000000002,0.76,1.76,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1081,None,0,0,0,0,0,127,127,127,None,1,,stop,0.2,1.081,2.0809999999999995,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,1285,None,0,0,0,0,0,128,128,128,2,1,0.5046314640003402,go,0.2,1.285,2.285,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,728,None,0,0,0,0,0,129,129,129,1,1,0.46487101599996095,go,0.2,0.728,1.728,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,745,None,0,0,0,0,0,130,130,130,2,0,0.48073670899975696,stop,0.15000000000000002,0.745,1.7642632910002432,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,809,None,0,0,0,0,0,131,131,131,1,1,0.6711680120006349,go,0.15000000000000002,0.809,1.8090000000000002,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,1427,None,0,0,0,0,0,132,132,132,1,1,0.5440548710002986,go,0.15000000000000002,1.427,2.427,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,947,None,0,0,0,0,0,133,133,133,2,1,0.45997136599999067,go,0.15000000000000002,0.947,1.947,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,714,None,0,0,0,0,0,134,134,134,1,1,0.5466662290000386,go,0.15000000000000002,0.714,1.714,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,992,None,0,0,0,0,0,135,135,135,None,1,,stop,0.2,0.992,1.9919999999999998,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,729,None,0,0,0,0,0,136,136,136,1,1,0.627542863000599,go,0.2,0.729,1.729,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,725,None,0,0,0,0,0,137,137,137,2,1,0.4625900390001334,go,0.2,0.725,1.725,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,725,None,0,0,0,0,0,138,138,138,2,1,0.5461733510001068,go,0.2,0.725,1.725,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,790,None,0,0,0,0,0,139,139,139,None,1,,stop,0.25,0.79,1.79,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,761,None,0,0,0,0,0,140,140,140,1,1,0.5846312700005001,go,0.25,0.761,1.7610000000000001,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,1000,None,0,0,0,0,0,141,141,141,2,1,0.5466189669996311,go,0.25,1.0,2.0,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,764,None,0,0,0,0,0,142,142,142,1,1,0.46507269799985806,go,0.25,0.764,1.764,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,976,None,0,0,0,0,0,143,143,143,1,1,0.5448353039992071,go,0.25,0.976,1.976,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,1123,None,0,0,0,0,0,144,144,144,2,1,0.5039040390001901,go,0.25,1.123,2.123,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,721,None,0,0,0,0,0,145,145,145,1,1,0.4622760689999268,go,0.25,0.721,1.721,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,807,None,0,0,0,0,0,146,146,146,2,1,0.5046189860004233,go,0.25,0.807,1.807,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,929,None,0,0,0,0,0,147,147,147,1,1,0.5446114790001957,go,0.25,0.929,1.929,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,701,None,0,0,0,0,0,148,148,148,2,1,0.4611703420005142,go,0.25,0.701,1.701,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,929,None,0,0,0,0,0,149,149,149,2,0,0.49156909300018015,stop,0.2,0.929,1.98743090699982,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,745,None,0,0,0,0,0,150,150,150,2,1,0.6291559520004739,go,0.2,0.745,1.745,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,984,None,0,0,0,0,0,151,151,151,1,1,0.5031560370007355,go,0.2,0.984,1.984,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,729,None,0,0,0,0,0,152,152,152,2,1,0.41784086500047124,go,0.2,0.729,1.729,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,831,None,0,0,0,0,0,153,153,153,1,1,0.46292552999966574,go,0.2,0.831,1.831,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1123,None,0,0,0,0,0,154,154,154,2,0,0.4439007720002337,stop,0.15000000000000002,1.123,2.179099227999766,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,710,None,0,0,0,0,0,155,155,155,2,1,0.4623910390000674,go,0.15000000000000002,0.71,1.71,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,716,None,0,0,0,0,0,156,156,156,1,1,0.5046715039998162,go,0.15000000000000002,0.716,1.716,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,928,None,0,0,0,0,0,157,157,157,2,1,0.4630948089998128,go,0.15000000000000002,0.928,1.928,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,740,None,0,0,0,0,0,158,158,158,1,1,0.4200609329991494,go,0.15000000000000002,0.74,1.74,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,808,None,0,0,0,0,0,159,159,159,None,1,,stop,0.2,0.808,1.808,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,1533,None,0,0,0,0,0,160,160,160,1,1,0.5036002500000905,go,0.2,1.533,2.533,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,788,None,0,0,0,0,0,161,161,161,2,1,0.378497432999211,go,0.2,0.788,1.788,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,782,None,0,0,0,0,0,162,162,162,1,1,0.460396041000422,go,0.2,0.782,1.782,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,752,None,0,0,0,0,0,163,163,163,2,1,0.4642614340000364,go,0.2,0.752,1.752,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,1093,None,0,0,0,0,0,164,164,164,2,1,0.7141499419994943,go,0.2,1.093,2.093,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,774,None,0,0,0,0,0,165,165,165,2,1,0.7095411739992414,go,0.2,0.774,1.774,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,765,None,0,0,0,0,0,166,166,166,1,1,0.7106310999997731,go,0.2,0.765,1.7650000000000001,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,733,None,0,0,0,0,0,167,167,167,2,1,0.4596968529995138,go,0.2,0.733,1.733,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,752,None,0,0,0,0,0,168,168,168,2,1,0.5456074489993625,go,0.2,0.752,1.752,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,866,None,0,0,0,0,0,169,169,169,1,0,0.5375841380000566,stop,0.15000000000000002,0.866,1.8284158619999435,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,886,None,0,0,0,0,0,170,170,170,1,1,0.5457725179994668,go,0.15000000000000002,0.886,1.8860000000000001,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,1212,None,0,0,0,0,0,171,171,171,2,1,0.46389023499978066,go,0.15000000000000002,1.212,2.2119999999999997,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,958,None,0,0,0,0,0,172,172,172,2,1,0.6708316940002987,go,0.15000000000000002,0.958,1.958,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,740,None,0,0,0,0,0,173,173,173,2,1,0.5883545319993573,go,0.15000000000000002,0.74,1.74,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,752,None,0,0,0,0,0,174,174,174,None,1,,stop,0.2,0.752,1.752,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,850,None,0,0,0,0,0,175,175,175,1,1,0.5880330720001439,go,0.2,0.85,1.85,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,774,None,0,0,0,0,0,176,176,176,None,1,,stop,0.25,0.774,1.774,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,779,None,0,0,0,0,0,177,177,177,2,1,0.5053634349997083,go,0.25,0.779,1.779,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,918,None,0,0,0,0,0,178,178,178,1,1,0.5847843809997357,go,0.25,0.918,1.9180000000000001,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,902,1062.0,0,0,0,0,0,179,179,179,2,1,0.5873100950002481,go,0.25,0.902,1.9020000000000001,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
,,,,,,0,0,0,0,,,,,,,,,,,,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
