trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation
go,sst_images/Left_Arrow.bmp,,1,713,
go,sst_images/Right_Arrow.bmp,,2,1220,
go,sst_images/Right_Arrow.bmp,,2,708,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,822,
go,sst_images/Left_Arrow.bmp,,1,973,
go,sst_images/Left_Arrow.bmp,,1,727,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,776,
go,sst_images/Right_Arrow.bmp,,2,722,
go,sst_images/Left_Arrow.bmp,,1,710,
go,sst_images/Right_Arrow.bmp,,2,996,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,706,
go,sst_images/Right_Arrow.bmp,,2,1454,
go,sst_images/Left_Arrow.bmp,,1,822,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1148,
go,sst_images/Right_Arrow.bmp,,2,907,
go,sst_images/Left_Arrow.bmp,,1,807,
go,sst_images/Left_Arrow.bmp,,1,896,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,739,
go,sst_images/Left_Arrow.bmp,,1,726,
go,sst_images/Right_Arrow.bmp,,2,1306,
go,sst_images/Left_Arrow.bmp,,1,738,
go,sst_images/Left_Arrow.bmp,,1,1524,
go,sst_images/Right_Arrow.bmp,,2,1137,
go,sst_images/Left_Arrow.bmp,,1,718,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,773,
go,sst_images/Right_Arrow.bmp,,2,1551,
go,sst_images/Left_Arrow.bmp,,1,779,
go,sst_images/Right_Arrow.bmp,,2,976,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,935,
go,sst_images/Right_Arrow.bmp,,2,940,
go,sst_images/Left_Arrow.bmp,,1,940,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,875,
go,sst_images/Right_Arrow.bmp,,2,798,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,716,
go,sst_images/Right_Arrow.bmp,,2,753,
go,sst_images/Left_Arrow.bmp,,1,1126,
go,sst_images/Right_Arrow.bmp,,2,914,
go,sst_images/Left_Arrow.bmp,,1,732,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1089,
go,sst_images/Left_Arrow.bmp,,1,724,
go,sst_images/Right_Arrow.bmp,,2,915,
go,sst_images/Right_Arrow.bmp,,2,899,
go,sst_images/Left_Arrow.bmp,,1,866,
go,sst_images/Left_Arrow.bmp,,1,773,
go,sst_images/Right_Arrow.bmp,,2,799,
go,sst_images/Left_Arrow.bmp,,1,939,
go,sst_images/Left_Arrow.bmp,,1,1775,
go,sst_images/Right_Arrow.bmp,,2,1218,
go,sst_images/Right_Arrow.bmp,,2,953,
go,sst_images/Right_Arrow.bmp,,2,1322,
go,sst_images/Left_Arrow.bmp,,1,1904,
go,sst_images/Left_Arrow.bmp,,1,936,
go,sst_images/Left_Arrow.bmp,,1,771,
go,sst_images/Right_Arrow.bmp,,2,944,
go,sst_images/Right_Arrow.bmp,,2,935,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,725,
go,sst_images/Left_Arrow.bmp,,1,721,
go,sst_images/Left_Arrow.bmp,,1,752,
go,sst_images/Left_Arrow.bmp,,1,910,
go,sst_images/Right_Arrow.bmp,,2,813,
go,sst_images/Left_Arrow.bmp,,1,1089,
go,sst_images/Left_Arrow.bmp,,1,701,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,738,
go,sst_images/Right_Arrow.bmp,,2,824,
go,sst_images/Right_Arrow.bmp,,2,720,
go,sst_images/Left_Arrow.bmp,,1,1002,
go,sst_images/Right_Arrow.bmp,,2,878,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,828,
go,sst_images/Left_Arrow.bmp,,1,780,
go,sst_images/Right_Arrow.bmp,,2,710,
go,sst_images/Right_Arrow.bmp,,2,850,
go,sst_images/Left_Arrow.bmp,,1,919,
go,sst_images/Right_Arrow.bmp,,2,1527,
go,sst_images/Left_Arrow.bmp,,1,723,
go,sst_images/Right_Arrow.bmp,,2,1424,
go,sst_images/Left_Arrow.bmp,,1,1126,
go,sst_images/Right_Arrow.bmp,,2,747,
go,sst_images/Right_Arrow.bmp,,2,1140,
go,sst_images/Left_Arrow.bmp,,1,1110,
go,sst_images/Left_Arrow.bmp,,1,838,
go,sst_images/Right_Arrow.bmp,,2,823,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,896,
go,sst_images/Right_Arrow.bmp,,2,776,
go,sst_images/Right_Arrow.bmp,,2,899,
go,sst_images/Left_Arrow.bmp,,1,725,
go,sst_images/Left_Arrow.bmp,,1,955,
go,sst_images/Right_Arrow.bmp,,2,804,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,708,
go,sst_images/Left_Arrow.bmp,,1,775,
go,sst_images/Right_Arrow.bmp,,2,1159,
go,sst_images/Left_Arrow.bmp,,1,1008,
go,sst_images/Right_Arrow.bmp,,2,868,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,908,
go,sst_images/Left_Arrow.bmp,,1,726,
go,sst_images/Left_Arrow.bmp,,1,1339,
go,sst_images/Left_Arrow.bmp,,1,734,
go,sst_images/Right_Arrow.bmp,,2,790,
go,sst_images/Left_Arrow.bmp,,1,739,
go,sst_images/Right_Arrow.bmp,,2,1021,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,920,
go,sst_images/Right_Arrow.bmp,,2,810,
go,sst_images/Left_Arrow.bmp,,1,841,
go,sst_images/Right_Arrow.bmp,,2,715,
go,sst_images/Right_Arrow.bmp,,2,1037,
go,sst_images/Left_Arrow.bmp,,1,769,
go,sst_images/Left_Arrow.bmp,,1,815,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1672,
go,sst_images/Right_Arrow.bmp,,2,935,
go,sst_images/Right_Arrow.bmp,,2,909,
go,sst_images/Left_Arrow.bmp,,1,776,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,842,
go,sst_images/Right_Arrow.bmp,,2,994,
go,sst_images/Left_Arrow.bmp,,1,755,
go,sst_images/Right_Arrow.bmp,,2,796,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1072,
go,sst_images/Left_Arrow.bmp,,1,882,
go,sst_images/Right_Arrow.bmp,,2,1214,
go,sst_images/Left_Arrow.bmp,,1,937,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,806,
go,sst_images/Right_Arrow.bmp,,2,825,
go,sst_images/Left_Arrow.bmp,,1,704,
go,sst_images/Right_Arrow.bmp,,2,1672,
go,sst_images/Left_Arrow.bmp,,1,1315,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,828,
go,sst_images/Right_Arrow.bmp,,2,713,
go,sst_images/Right_Arrow.bmp,,2,1203,
go,sst_images/Left_Arrow.bmp,,1,806,
go,sst_images/Left_Arrow.bmp,,1,969,
go,sst_images/Left_Arrow.bmp,,1,727,
go,sst_images/Right_Arrow.bmp,,2,950,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1454,
go,sst_images/Left_Arrow.bmp,,1,1304,
go,sst_images/Left_Arrow.bmp,,1,739,
go,sst_images/Left_Arrow.bmp,,1,712,
go,sst_images/Right_Arrow.bmp,,2,707,
go,sst_images/Left_Arrow.bmp,,1,855,
go,sst_images/Left_Arrow.bmp,,1,823,
go,sst_images/Right_Arrow.bmp,,2,862,
go,sst_images/Right_Arrow.bmp,,2,791,
go,sst_images/Left_Arrow.bmp,,1,1417,
go,sst_images/Right_Arrow.bmp,,2,777,
go,sst_images/Left_Arrow.bmp,,1,703,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,955,
go,sst_images/Left_Arrow.bmp,,1,908,
go,sst_images/Right_Arrow.bmp,,2,709,
go,sst_images/Left_Arrow.bmp,,1,713,
go,sst_images/Right_Arrow.bmp,,2,1002,
go,sst_images/Left_Arrow.bmp,,1,722,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,708,
go,sst_images/Right_Arrow.bmp,,2,715,
go,sst_images/Right_Arrow.bmp,,2,750,
go,sst_images/Left_Arrow.bmp,,1,1148,
go,sst_images/Right_Arrow.bmp,,2,2000,
go,sst_images/Left_Arrow.bmp,,1,888,
go,sst_images/Right_Arrow.bmp,,2,810,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,796,
go,sst_images/Left_Arrow.bmp,,1,828,
go,sst_images/Right_Arrow.bmp,,2,907,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,720,
go,sst_images/Left_Arrow.bmp,,1,721,
go,sst_images/Left_Arrow.bmp,,1,1077,
go,sst_images/Right_Arrow.bmp,,2,1003,
go,sst_images/Left_Arrow.bmp,,1,760,
go,sst_images/Right_Arrow.bmp,,2,740,
go,sst_images/Right_Arrow.bmp,,2,744,
go,sst_images/Right_Arrow.bmp,,2,1134,
go,sst_images/Left_Arrow.bmp,,1,771,
go,sst_images/Right_Arrow.bmp,,2,730,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,886,
go,sst_images/Right_Arrow.bmp,,2,705,
go,sst_images/Left_Arrow.bmp,,1,1192,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1064,
go,sst_images/Right_Arrow.bmp,,2,706,
go,sst_images/Right_Arrow.bmp,,2,849,
go,sst_images/Right_Arrow.bmp,,2,755,
go,sst_images/Left_Arrow.bmp,,1,875,
go,sst_images/Right_Arrow.bmp,,2,704,
go,sst_images/Left_Arrow.bmp,,1,756,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1032,
go,sst_images/Right_Arrow.bmp,,2,1072,1279